product_id,title,tags,category,popularity_score
604,Product 604,"denim,shoes,formal",footwear,74
619,Product 619,"jeans,maxi,pastel",dresses,74
657,Product 657,"leather,winter,shoes,boho",accessories,74
744,Product 744,"bag,tank",dresses,74
809,Product 809,"summer,comfort,shoes,sports",dresses,74
820,Product 820,"floral,classic,denim,wool",footwear,74
821,Product 821,"maxi,denim,crop",accessories,74
958,Product 958,"shoes,summer,leather,denim",tops,74
964,Product 964,"floral,casual,maxi",accessories,74
981,Product 981,"denim,maxi",bottoms,74
984,Product 984,"wool,comfort,bag,jeans",skirts,74
988,Product 988,"wool,formal,pastel",bottoms,74
1022,Product 1022,"tank,comfort",accessories,74
1028,Product 1028,"pastel,denim,floral",jackets,74
1037,Product 1037,"maxi,wool,tank",jackets,74
1087,Product 1087,"floral,pastel,bag,formal",tops,74
1088,Product 1088,"shoes,floral,comfort,wool",bottoms,74
1091,Product 1091,"maxi,formal",accessories,74
138,Product 138,"denim,floral,leather",jackets,73
154,Product 154,"denim,shoes",footwear,73
234,Product 234,"boho,formal",skirts,73
244,Product 244,"shoes,denim",bottoms,73
276,Product 276,"floral,comfort,shoes,denim",footwear,73
291,Product 291,"casual,sports",dresses,73
293,Product 293,"maxi,floral,leather,pastel",accessories,73
299,Product 299,"winter,comfort,wool",accessories,73
326,Product 326,"floral,summer,shoes",accessories,73
346,Product 346,"summer,crop",skirts,73
424,Product 424,"jeans,summer",bottoms,73
451,Product 451,"crop,maxi",jackets,73
498,Product 498,"shoes,maxi,winter,classic",bottoms,73
525,Product 525,"comfort,boho,casual",accessories,73
547,Product 547,"crop,tank,comfort,pastel",tops,73
576,Product 576,"warm,leather,jeans",skirts,73
588,Product 588,"bag,pastel",tops,73
629,Product 629,"bag,comfort",tops,73
633,Product 633,"wool,summer,denim,sports",bottoms,73
666,Product 666,"winter,formal,pastel",tops,73
729,Product 729,"jeans,floral,shoes",jackets,73
733,Product 733,"floral,leather,comfort",skirts,73
789,Product 789,"warm,casual",accessories,73
828,Product 828,"sports,classic,tank,leather",tops,73
884,Product 884,"pastel,tank",jackets,73
889,Product 889,"comfort,warm,crop,formal",footwear,73
898,Product 898,"shoes,boho",bottoms,73
968,Product 968,"winter,warm,floral,classic",tops,73
1059,Product 1059,"boho,bag",footwear,73
40,Product 40,"shoes,formal,floral",dresses,72
91,Product 91,"boho,wool,leather,pastel",jackets,72
108,Product 108,"pastel,summer",jackets,72
130,Product 130,"formal,bag,floral",footwear,72
308,Product 308,"tank,wool",bottoms,72
321,Product 321,"floral,formal",footwear,72
344,Product 344,"casual,comfort,crop,pastel",footwear,72
392,Product 392,"floral,classic,bag,warm",tops,72
429,Product 429,"wool,tank,formal",bottoms,72
458,Product 458,"leather,sports",dresses,72
483,Product 483,"sports,winter",bottoms,72
516,Product 516,"bag,jeans",jackets,72
579,Product 579,"crop,pastel,boho",bottoms,72
616,Product 616,"maxi,winter",bottoms,72
624,Product 624,"summer,boho,tank",dresses,72
739,Product 739,"comfort,winter,leather,tank",accessories,72
748,Product 748,"denim,boho,floral,shoes",footwear,72
849,Product 849,"classic,boho,formal",bottoms,72
914,Product 914,"sports,shoes,comfort,jeans",footwear,72
955,Product 955,"denim,bag",accessories,72
1016,Product 1016,"crop,bag,shoes",dresses,72
1096,Product 1096,"warm,wool,winter,boho",tops,72
1097,Product 1097,"denim,winter,formal,jeans",accessories,72
54,Product 54,"bag,pastel,tank",skirts,71
65,Product 65,"bag,crop,warm,tank",footwear,71
79,Product 79,"comfort,maxi,boho",tops,71
123,Product 123,"comfort,winter,wool",accessories,71
153,Product 153,"leather,boho",tops,71
156,Product 156,"boho,sports,crop,shoes",tops,71
186,Product 186,"jeans,maxi,pastel,classic",bottoms,71
188,Product 188,"summer,winter,maxi",skirts,71
405,Product 405,"formal,floral,bag",accessories,71
406,Product 406,"wool,pastel,boho",jackets,71
488,Product 488,"jeans,shoes",tops,71
527,Product 527,"floral,casual,crop,formal",accessories,71
564,Product 564,"jeans,tank,floral",bottoms,71
677,Product 677,"boho,pastel,summer,warm",tops,71
700,Product 700,"denim,sports",tops,71
722,Product 722,"pastel,shoes,jeans,comfort",accessories,71
734,Product 734,"tank,casual",skirts,71
742,Product 742,"sports,bag",skirts,71
754,Product 754,"summer,formal,pastel",footwear,71
854,Product 854,"classic,comfort",bottoms,71
932,Product 932,"jeans,pastel,winter,maxi",accessories,71
948,Product 948,"wool,sports",footwear,71
1069,Product 1069,"summer,casual,sports",skirts,71
1070,Product 1070,"boho,tank,maxi,pastel",tops,71
55,Product 55,"boho,leather,floral",footwear,70
194,Product 194,"wool,summer",dresses,70
313,Product 313,"crop,wool,pastel,bag",bottoms,70
358,Product 358,"crop,casual,formal,winter",skirts,70
395,Product 395,"jeans,leather,warm",accessories,70
397,Product 397,"comfort,classic,maxi,boho",dresses,70
519,Product 519,"winter,shoes,floral",accessories,70
520,Product 520,"winter,boho,floral,wool",skirts,70
538,Product 538,"formal,boho,jeans",bottoms,70
667,Product 667,"bag,summer,shoes",skirts,70
727,Product 727,"boho,maxi,wool",skirts,70
887,Product 887,"denim,summer",jackets,70
895,Product 895,"denim,bag,boho",skirts,70
899,Product 899,"floral,warm",jackets,70
1034,Product 1034,"summer,warm,bag,comfort",bottoms,70
163,Product 163,"casual,denim",footwear,69
183,Product 183,"tank,maxi,pastel",dresses,69
254,Product 254,"tank,jeans,winter,wool",jackets,69
364,Product 364,"pastel,floral",tops,69
524,Product 524,"shoes,sports",skirts,69
529,Product 529,"summer,wool,floral",footwear,69
654,Product 654,"warm,floral,pastel",dresses,69
669,Product 669,"bag,shoes,winter",tops,69
692,Product 692,"crop,maxi,denim",dresses,69
781,Product 781,"pastel,tank,winter,bag",jackets,69
845,Product 845,"summer,denim,maxi,casual",tops,69
896,Product 896,"denim,formal,crop,summer",jackets,69
910,Product 910,"wool,leather,warm",skirts,69
1002,Product 1002,"comfort,summer,casual",dresses,69
1030,Product 1030,"summer,classic,winter",footwear,69
1047,Product 1047,"sports,maxi",accessories,69
5,Product 5,"tank,bag,leather,formal",tops,68
61,Product 61,"maxi,tank",jackets,68
151,Product 151,"boho,wool",bottoms,68
152,Product 152,"shoes,wool,jeans",footwear,68
160,Product 160,"crop,casual,pastel,shoes",footwear,68
175,Product 175,"summer,bag,maxi",accessories,68
180,Product 180,"classic,jeans,comfort",skirts,68
255,Product 255,"pastel,warm",skirts,68
281,Product 281,"maxi,floral,formal,tank",jackets,68
322,Product 322,"casual,summer",skirts,68
375,Product 375,"formal,shoes,denim,boho",accessories,68
490,Product 490,"leather,pastel",bottoms,68
546,Product 546,"crop,classic,wool,shoes",jackets,68
549,Product 549,"warm,bag,maxi,denim",accessories,68
578,Product 578,"comfort,leather",skirts,68
622,Product 622,"warm,floral",dresses,68
635,Product 635,"tank,comfort",bottoms,68
797,Product 797,"comfort,jeans,classic",tops,68
980,Product 980,"tank,casual",tops,68
1025,Product 1025,"tank,pastel,casual,formal",accessories,68
1072,Product 1072,"summer,formal,denim,maxi",footwear,68
1079,Product 1079,"bag,summer",dresses,68
1084,Product 1084,"wool,shoes,pastel",accessories,68
49,Product 49,"denim,wool,bag",tops,67
70,Product 70,"jeans,bag",skirts,67
145,Product 145,"leather,tank",dresses,67
199,Product 199,"shoes,tank",jackets,67
237,Product 237,"winter,warm,bag,sports",jackets,67
353,Product 353,"denim,crop",dresses,67
400,Product 400,"formal,maxi,jeans,boho",accessories,67
453,Product 453,"sports,wool,shoes,pastel",skirts,67
466,Product 466,"sports,wool,maxi",bottoms,67
485,Product 485,"comfort,winter",jackets,67
631,Product 631,"floral,comfort,classic,winter",dresses,67
664,Product 664,"pastel,floral,sports,denim",skirts,67
686,Product 686,"boho,casual",jackets,67
706,Product 706,"warm,jeans,winter",accessories,67
792,Product 792,"maxi,tank,boho,classic",jackets,67
815,Product 815,"casual,jeans,summer,warm",tops,67
824,Product 824,"sports,wool,shoes,formal",dresses,67
862,Product 862,"maxi,shoes,bag",skirts,67
897,Product 897,"pastel,comfort,maxi,leather",jackets,67
926,Product 926,"denim,comfort",tops,67
989,Product 989,"jeans,casual,pastel",tops,67
990,Product 990,"tank,jeans",dresses,67
1040,Product 1040,"casual,winter",bottoms,67
88,Product 88,"denim,jeans",footwear,66
205,Product 205,"jeans,sports,winter",bottoms,66
206,Product 206,"bag,leather,tank,casual",footwear,66
212,Product 212,"warm,sports",skirts,66
277,Product 277,"sports,leather,formal,floral",dresses,66
320,Product 320,"pastel,denim,comfort,warm",footwear,66
327,Product 327,"tank,denim,sports",dresses,66
388,Product 388,"warm,winter,crop,tank",skirts,66
419,Product 419,"warm,wool,bag",accessories,66
448,Product 448,"comfort,winter",accessories,66
481,Product 481,"casual,sports,summer,winter",dresses,66
502,Product 502,"boho,shoes,winter",skirts,66
548,Product 548,"bag,maxi,shoes",accessories,66
591,Product 591,"casual,winter,boho",footwear,66
610,Product 610,"shoes,jeans,formal,tank",bottoms,66
653,Product 653,"jeans,casual,winter",tops,66
764,Product 764,"classic,casual",skirts,66
796,Product 796,"winter,casual,classic,denim",jackets,66
808,Product 808,"tank,jeans,winter",skirts,66
818,Product 818,"shoes,tank",tops,66
945,Product 945,"shoes,boho,floral",accessories,66
1100,Product 1100,"casual,leather,maxi,classic",bottoms,66
33,Product 33,"denim,maxi,casual,leather",accessories,65
35,Product 35,"winter,warm,floral",skirts,65
211,Product 211,"formal,shoes,jeans",skirts,65
264,Product 264,"leather,winter",bottoms,65
312,Product 312,"bag,formal,classic",accessories,65
351,Product 351,"summer,comfort,casual,warm",accessories,65
371,Product 371,"bag,wool",tops,65
456,Product 456,"pastel,sports",jackets,65
492,Product 492,"maxi,tank",jackets,65
566,Product 566,"wool,floral,sports,summer",skirts,65
567,Product 567,"comfort,boho,formal",skirts,65
655,Product 655,"leather,sports",dresses,65
740,Product 740,"shoes,boho",footwear,65
878,Product 878,"wool,casual,floral",jackets,65
940,Product 940,"winter,pastel,casual,bag",bottoms,65
1006,Product 1006,"formal,maxi",dresses,65
1013,Product 1013,"sports,leather",accessories,65
51,Product 51,"summer,pastel",skirts,64
71,Product 71,"boho,classic,wool",footwear,64
217,Product 217,"crop,bag,pastel",skirts,64
251,Product 251,"leather,warm",footwear,64
343,Product 343,"winter,jeans,denim,warm",tops,64
401,Product 401,"crop,winter",jackets,64
523,Product 523,"leather,tank,wool,formal",tops,64
596,Product 596,"comfort,leather,floral",skirts,64
682,Product 682,"boho,formal,summer,comfort",footwear,64
710,Product 710,"boho,floral,wool",skirts,64
757,Product 757,"floral,formal",bottoms,64
771,Product 771,"casual,shoes",bottoms,64
799,Product 799,"formal,warm,denim",tops,64
817,Product 817,"floral,pastel",footwear,64
851,Product 851,"jeans,winter,floral,classic",accessories,64
864,Product 864,"formal,crop,tank",skirts,64
923,Product 923,"boho,pastel,warm,shoes",jackets,64
977,Product 977,"pastel,casual,floral",bottoms,64
1064,Product 1064,"winter,sports,classic,jeans",skirts,64
8,Product 8,"formal,bag",bottoms,63
60,Product 60,"jeans,maxi,shoes",tops,63
359,Product 359,"formal,boho,classic",jackets,63
377,Product 377,"leather,sports,jeans,casual",tops,63
383,Product 383,"summer,classic,shoes,denim",jackets,63
402,Product 402,"shoes,boho,winter,formal",skirts,63
464,Product 464,"denim,shoes",accessories,63
555,Product 555,"formal,winter,crop",skirts,63
590,Product 590,"formal,classic,tank",jackets,63
709,Product 709,"classic,boho,tank",accessories,63
736,Product 736,"bag,winter,pastel",bottoms,63
759,Product 759,"sports,summer",tops,63
795,Product 795,"maxi,denim,summer",bottoms,63
827,Product 827,"winter,crop",skirts,63
839,Product 839,"floral,casual",tops,63
852,Product 852,"bag,casual,floral,sports",skirts,63
994,Product 994,"shoes,maxi,winter",dresses,63
1018,Product 1018,"crop,warm,tank,denim",tops,63
1046,Product 1046,"summer,shoes,floral",tops,63
1060,Product 1060,"shoes,jeans,denim",tops,63
246,Product 246,"denim,bag,warm,summer",jackets,62
252,Product 252,"boho,formal,winter,casual",dresses,62
407,Product 407,"denim,tank",bottoms,62
408,Product 408,"bag,jeans,floral,formal",dresses,62
430,Product 430,"jeans,formal",bottoms,62
476,Product 476,"classic,boho",bottoms,62
560,Product 560,"classic,summer,shoes,bag",jackets,62
638,Product 638,"denim,maxi,shoes,winter",skirts,62
640,Product 640,"classic,boho,casual",accessories,62
659,Product 659,"leather,bag",dresses,62
723,Product 723,"floral,shoes",accessories,62
842,Product 842,"pastel,denim,leather",tops,62
1062,Product 1062,"denim,shoes,classic",skirts,62
39,Product 39,"formal,summer,maxi",accessories,61
66,Product 66,"leather,floral,bag,crop",jackets,61
124,Product 124,"winter,floral",footwear,61
127,Product 127,"comfort,leather,denim",dresses,61
167,Product 167,"shoes,winter,denim,tank",jackets,61
182,Product 182,"comfort,crop",accessories,61
256,Product 256,"crop,boho",dresses,61
294,Product 294,"boho,classic,pastel,jeans",dresses,61
337,Product 337,"pastel,leather",jackets,61
390,Product 390,"comfort,wool,crop",skirts,61
411,Product 411,"crop,leather",tops,61
415,Product 415,"crop,bag,wool",dresses,61
509,Product 509,"warm,tank,summer,pastel",tops,61
583,Product 583,"boho,leather,denim",bottoms,61
599,Product 599,"winter,tank,casual",skirts,61
646,Product 646,"summer,leather,denim",skirts,61
675,Product 675,"crop,formal,pastel,casual",accessories,61
746,Product 746,"warm,crop,jeans,winter",tops,61
983,Product 983,"tank,jeans,maxi",jackets,61
987,Product 987,"formal,casual",accessories,61
1031,Product 1031,"leather,shoes,winter",jackets,61
1090,Product 1090,"maxi,comfort,classic,boho",skirts,61
3,Product 3,"pastel,maxi",footwear,60
78,Product 78,"bag,boho,maxi",tops,60
116,Product 116,"crop,jeans,leather",dresses,60
129,Product 129,"winter,warm",dresses,60
164,Product 164,"wool,warm",tops,60
220,Product 220,"shoes,winter",dresses,60
223,Product 223,"shoes,classic",jackets,60
231,Product 231,"jeans,formal,maxi",tops,60
257,Product 257,"denim,formal,jeans",bottoms,60
286,Product 286,"sports,floral,classic",footwear,60
431,Product 431,"leather,classic,maxi",footwear,60
435,Product 435,"tank,leather",skirts,60
459,Product 459,"casual,shoes",footwear,60
673,Product 673,"jeans,bag",dresses,60
708,Product 708,"winter,boho,pastel",tops,60
712,Product 712,"warm,formal,leather",accessories,60
850,Product 850,"maxi,formal,sports",accessories,60
875,Product 875,"classic,comfort,formal",footwear,60
912,Product 912,"comfort,winter",jackets,60
999,Product 999,"casual,summer,leather,wool",footwear,60
1000,Product 1000,"classic,formal,winter",footwear,60
1043,Product 1043,"floral,summer,wool",tops,60
97,Product 97,"leather,shoes,winter,pastel",bottoms,59
103,Product 103,"warm,summer,tank",footwear,59
134,Product 134,"pastel,casual",tops,59
200,Product 200,"leather,formal,pastel",dresses,59
332,Product 332,"floral,crop",tops,59
551,Product 551,"formal,summer,classic",footwear,59
580,Product 580,"crop,maxi",tops,59
581,Product 581,"sports,summer,denim,shoes",tops,59
641,Product 641,"classic,boho,maxi,leather",tops,59
711,Product 711,"shoes,tank,formal,leather",bottoms,59
743,Product 743,"maxi,sports",skirts,59
752,Product 752,"maxi,formal,pastel",bottoms,59
773,Product 773,"floral,bag,wool",dresses,59
823,Product 823,"sports,floral,classic",accessories,59
919,Product 919,"classic,formal,sports",accessories,59
950,Product 950,"warm,floral,denim",footwear,59
971,Product 971,"jeans,wool",jackets,59
58,Product 58,"formal,winter,denim",tops,58
94,Product 94,"wool,winter,denim,pastel",bottoms,58
141,Product 141,"formal,casual,comfort,leather",jackets,58
207,Product 207,"formal,leather,casual,crop",dresses,58
292,Product 292,"jeans,tank,crop",dresses,58
376,Product 376,"winter,wool",accessories,58
437,Product 437,"winter,floral",tops,58
510,Product 510,"boho,bag",dresses,58
609,Product 609,"shoes,casual,leather,formal",bottoms,58
627,Product 627,"winter,jeans,comfort",jackets,58
772,Product 772,"comfort,casual",accessories,58
787,Product 787,"denim,sports,warm,jeans",bottoms,58
805,Product 805,"sports,summer,wool",dresses,58
866,Product 866,"casual,denim,maxi,classic",footwear,58
902,Product 902,"bag,winter,classic,tank",footwear,58
1005,Product 1005,"jeans,pastel,floral,summer",accessories,58
1010,Product 1010,"casual,warm,sports",accessories,58
1024,Product 1024,"tank,formal",bottoms,58
1039,Product 1039,"floral,shoes",bottoms,58
1041,Product 1041,"wool,sports,comfort,summer",dresses,58
37,Product 37,"summer,sports,bag,boho",accessories,57
84,Product 84,"leather,shoes,boho",bottoms,57
121,Product 121,"floral,crop",accessories,57
131,Product 131,"winter,casual",tops,57
197,Product 197,"winter,boho",skirts,57
201,Product 201,"crop,summer",accessories,57
266,Product 266,"winter,floral,shoes",jackets,57
268,Product 268,"bag,comfort,floral",footwear,57
425,Product 425,"casual,shoes,tank,wool",skirts,57
460,Product 460,"sports,bag",dresses,57
501,Product 501,"pastel,casual",tops,57
607,Product 607,"winter,crop,shoes,classic",accessories,57
702,Product 702,"wool,formal",footwear,57
735,Product 735,"classic,warm,bag,pastel",accessories,57
758,Product 758,"warm,shoes,boho",tops,57
813,Product 813,"leather,bag,crop,sports",bottoms,57
890,Product 890,"wool,bag",accessories,57
901,Product 901,"crop,sports,comfort",jackets,57
921,Product 921,"denim,formal,tank,crop",jackets,57
941,Product 941,"casual,wool,warm,sports",jackets,57
14,Product 14,"floral,warm,formal",skirts,56
52,Product 52,"comfort,jeans",bottoms,56
80,Product 80,"wool,sports",tops,56
93,Product 93,"leather,wool,formal,warm",footwear,56
98,Product 98,"sports,crop",bottoms,56
107,Product 107,"pastel,wool",jackets,56
146,Product 146,"floral,denim",dresses,56
157,Product 157,"denim,winter,comfort",dresses,56
210,Product 210,"classic,wool",accessories,56
239,Product 239,"pastel,summer,jeans",tops,56
396,Product 396,"casual,wool,pastel,tank",dresses,56
416,Product 416,"pastel,comfort,leather,summer",tops,56
626,Product 626,"formal,shoes,classic",dresses,56
628,Product 628,"bag,wool,warm,summer",footwear,56
679,Product 679,"formal,bag",tops,56
761,Product 761,"winter,sports",dresses,56
778,Product 778,"shoes,warm",bottoms,56
810,Product 810,"leather,comfort,boho",dresses,56
918,Product 918,"warm,denim",accessories,56
946,Product 946,"formal,winter",accessories,56
1008,Product 1008,"leather,bag,casual",footwear,56
92,Product 92,"denim,jeans,comfort",accessories,55
105,Product 105,"bag,maxi",dresses,55
176,Product 176,"floral,tank",footwear,55
227,Product 227,"tank,denim,summer",accessories,55
265,Product 265,"summer,wool,winter,classic",dresses,55
273,Product 273,"casual,jeans,leather,summer",skirts,55
283,Product 283,"maxi,casual",skirts,55
297,Product 297,"classic,formal",accessories,55
318,Product 318,"maxi,winter,shoes,casual",skirts,55
457,Product 457,"leather,shoes,warm",jackets,55
499,Product 499,"casual,floral,denim,formal",tops,55
535,Product 535,"leather,winter,maxi",footwear,55
562,Product 562,"floral,formal",tops,55
600,Product 600,"floral,tank",skirts,55
632,Product 632,"formal,pastel,sports",tops,55
662,Product 662,"floral,summer,jeans,maxi",skirts,55
694,Product 694,"crop,maxi,formal",dresses,55
721,Product 721,"warm,denim,tank,jeans",accessories,55
767,Product 767,"winter,summer,floral,wool",jackets,55
806,Product 806,"leather,formal",tops,55
929,Product 929,"bag,crop,sports",dresses,55
934,Product 934,"bag,wool,winter",accessories,55
972,Product 972,"summer,warm,pastel,tank",tops,55
985,Product 985,"floral,comfort,summer",dresses,55
1012,Product 1012,"jeans,pastel",jackets,55
1044,Product 1044,"floral,comfort",bottoms,55
12,Product 12,"sports,bag,jeans,winter",bottoms,54
23,Product 23,"maxi,shoes,jeans",bottoms,54
82,Product 82,"winter,maxi",accessories,54
114,Product 114,"floral,crop,formal,bag",footwear,54
133,Product 133,"denim,comfort,sports",jackets,54
174,Product 174,"jeans,leather,classic",dresses,54
236,Product 236,"formal,summer,classic",footwear,54
245,Product 245,"jeans,maxi,winter",jackets,54
325,Product 325,"denim,bag,boho,leather",jackets,54
350,Product 350,"formal,winter",accessories,54
361,Product 361,"maxi,leather,floral",dresses,54
434,Product 434,"comfort,leather,sports,denim",footwear,54
468,Product 468,"bag,summer",jackets,54
475,Product 475,"winter,pastel,comfort,shoes",skirts,54
515,Product 515,"wool,comfort,tank",bottoms,54
586,Product 586,"jeans,maxi,boho,classic",dresses,54
598,Product 598,"summer,wool,comfort",jackets,54
701,Product 701,"winter,floral",accessories,54
819,Product 819,"winter,warm",accessories,54
953,Product 953,"crop,warm",accessories,54
1035,Product 1035,"sports,classic,boho,pastel",tops,54
1053,Product 1053,"formal,sports,floral,maxi",footwear,54
1098,Product 1098,"formal,pastel",jackets,54
1,Product 1,"wool,comfort",skirts,53
25,Product 25,"boho,warm,leather,floral",accessories,53
68,Product 68,"casual,shoes,bag",accessories,53
126,Product 126,"tank,winter,bag,denim",tops,53
165,Product 165,"maxi,wool,formal",tops,53
232,Product 232,"winter,jeans,warm",bottoms,53
240,Product 240,"winter,shoes,sports,warm",bottoms,53
296,Product 296,"classic,pastel,maxi,warm",bottoms,53
372,Product 372,"winter,leather",footwear,53
378,Product 378,"warm,boho",footwear,53
391,Product 391,"maxi,bag,casual,crop",tops,53
439,Product 439,"maxi,winter,floral",dresses,53
470,Product 470,"shoes,wool",skirts,53
500,Product 500,"floral,warm,maxi",bottoms,53
542,Product 542,"denim,wool",skirts,53
553,Product 553,"boho,sports",skirts,53
592,Product 592,"classic,bag,denim,summer",dresses,53
880,Product 880,"crop,boho,formal,floral",tops,53
893,Product 893,"floral,pastel,sports",bottoms,53
979,Product 979,"formal,casual",bottoms,53
7,Product 7,"tank,formal",tops,52
86,Product 86,"denim,maxi",bottoms,52
109,Product 109,"pastel,winter,maxi,summer",tops,52
115,Product 115,"classic,comfort",tops,52
228,Product 228,"casual,maxi,jeans",footwear,52
241,Product 241,"classic,warm",accessories,52
367,Product 367,"floral,formal,pastel",jackets,52
381,Product 381,"boho,jeans,formal",jackets,52
412,Product 412,"formal,leather,comfort",footwear,52
446,Product 446,"bag,crop",dresses,52
465,Product 465,"warm,winter,classic",footwear,52
531,Product 531,"casual,pastel,winter,summer",accessories,52
698,Product 698,"floral,shoes,comfort",bottoms,52
737,Product 737,"casual,sports,classic,shoes",dresses,52
741,Product 741,"wool,denim,boho,jeans",skirts,52
749,Product 749,"tank,floral,jeans",jackets,52
750,Product 750,"bag,denim",footwear,52
783,Product 783,"denim,comfort",accessories,52
835,Product 835,"shoes,pastel,denim,winter",accessories,52
959,Product 959,"leather,tank,formal,jeans",dresses,52
1032,Product 1032,"winter,wool",dresses,52
1075,Product 1075,"wool,maxi",accessories,52
1086,Product 1086,"crop,shoes,denim,warm",accessories,52
1099,Product 1099,"floral,crop",footwear,52
34,Product 34,"maxi,classic",tops,51
38,Product 38,"sports,maxi,jeans,bag",jackets,51
53,Product 53,"maxi,winter",footwear,51
140,Product 140,"wool,classic",accessories,51
170,Product 170,"casual,bag",accessories,51
189,Product 189,"summer,tank,leather",footwear,51
193,Product 193,"tank,boho,shoes",tops,51
305,Product 305,"boho,formal",jackets,51
317,Product 317,"comfort,pastel,classic,winter",skirts,51
355,Product 355,"boho,jeans,shoes,floral",footwear,51
357,Product 357,"warm,classic,formal",jackets,51
379,Product 379,"casual,shoes,comfort",accessories,51
517,Product 517,"crop,jeans,leather,warm",footwear,51
526,Product 526,"bag,classic,crop",jackets,51
573,Product 573,"shoes,winter,summer,boho",skirts,51
642,Product 642,"bag,casual,boho",bottoms,51
786,Product 786,"warm,winter,comfort,sports",bottoms,51
803,Product 803,"warm,floral,denim",footwear,51
1094,Product 1094,"shoes,floral,leather,classic",skirts,51
15,Product 15,"tank,bag,jeans",footwear,50
50,Product 50,"boho,floral,winter,leather",jackets,50
73,Product 73,"casual,sports,tank,bag",bottoms,50
148,Product 148,"warm,formal",skirts,50
159,Product 159,"pastel,sports,tank",bottoms,50
191,Product 191,"jeans,classic",accessories,50
302,Product 302,"wool,warm,tank,jeans",jackets,50
593,Product 593,"sports,bag",bottoms,50
738,Product 738,"summer,wool,leather",tops,50
798,Product 798,"denim,summer,shoes,floral",jackets,50
858,Product 858,"shoes,classic",footwear,50
872,Product 872,"shoes,tank,sports,jeans",footwear,50
874,Product 874,"jeans,tank,denim,classic",footwear,50
970,Product 970,"shoes,jeans,denim",dresses,50
998,Product 998,"boho,comfort,jeans,floral",accessories,50
1020,Product 1020,"casual,sports",accessories,50
1051,Product 1051,"jeans,crop",bottoms,50
1054,Product 1054,"formal,crop,pastel,shoes",accessories,50
1063,Product 1063,"denim,comfort,classic",footwear,50
